session_id,user_mode,subject_or_project,duration_minutes,difficulty_rating,productivity_rating,days_since_last_study,habit_streak_days,next_review_days
sess_0386,LIFELONG_LEARNER,React & TypeScript,120,5,3,3,1,2
sess_0387,STUDENT,Matematik (Türev),90,2,5,8,31,9
sess_0388,STUDENT,Biyoloji,45,5,2,29,23,6
sess_0389,LIFELONG_LEARNER,Finansal Okuryazarlık,90,5,5,24,8,7
sess_0390,LIFELONG_LEARNER,Finansal Okuryazarlık,45,2,1,19,3,4
sess_0391,LIFELONG_LEARNER,Python & FastAPI,60,2,4,4,16,7
sess_0392,STUDENT,Matematik (Türev),25,5,4,18,16,5
sess_0393,STUDENT,Biyoloji,25,3,3,20,29,6
sess_0394,LIFELONG_LEARNER,İngilizce Pratik,90,5,4,27,39,7
sess_0395,STUDENT,Türkçe,25,4,1,11,10,2
sess_0396,LIFELONG_LEARNER,Python & FastAPI,90,5,3,27,20,6
sess_0397,LIFELONG_LEARNER,React & TypeScript,90,3,2,14,20,4
sess_0398,STUDENT,Kimya (Organik),90,4,4,25,17,7
sess_0399,LIFELONG_LEARNER,Finansal Okuryazarlık,25,1,3,18,28,12
sess_0400,LIFELONG_LEARNER,Python & FastAPI,90,1,1,28,23,7
sess_0401,STUDENT,Matematik (Türev),25,3,5,28,9,9
sess_0402,LIFELONG_LEARNER,Finansal Okuryazarlık,90,5,5,29,44,7
sess_0403,STUDENT,Türkçe,120,2,1,16,16,4
sess_0404,LIFELONG_LEARNER,React & TypeScript,90,3,1,3,17,1
sess_0405,STUDENT,Fizik (Mekanik),45,4,5,15,41,6
sess_0406,LIFELONG_LEARNER,React & TypeScript,90,4,3,27,19,6
sess_0407,STUDENT,Kimya (Organik),60,1,5,27,36,20
sess_0408,STUDENT,Türkçe,90,4,1,4,44,1
sess_0409,LIFELONG_LEARNER,Python & FastAPI,45,3,4,5,17,5
sess_0410,STUDENT,Matematik (Türev),45,4,2,17,16,4
sess_0411,STUDENT,Biyoloji,25,3,4,7,8,5
sess_0412,LIFELONG_LEARNER,React & TypeScript,120,2,4,16,13,9
sess_0413,LIFELONG_LEARNER,Python & FastAPI,90,1,1,14,28,5
sess_0414,STUDENT,Kimya (Organik),25,4,5,26,30,8
sess_0415,LIFELONG_LEARNER,React & TypeScript,120,3,3,16,3,6
sess_0416,STUDENT,Kimya (Organik),90,5,4,7,17,4
sess_0417,STUDENT,Matematik (Türev),60,1,5,9,19,17
sess_0418,STUDENT,Matematik (Türev),90,2,3,4,42,5
sess_0419,LIFELONG_LEARNER,Finansal Okuryazarlık,45,3,4,22,43,7
sess_0420,LIFELONG_LEARNER,Python & FastAPI,45,2,3,11,8,6
sess_0421,LIFELONG_LEARNER,React & TypeScript,60,2,5,2,12,8
sess_0422,LIFELONG_LEARNER,Finansal Okuryazarlık,25,4,2,12,14,3
sess_0423,STUDENT,Biyoloji,120,4,5,12,26,6
sess_0424,STUDENT,Biyoloji,90,3,1,4,14,2
sess_0425,STUDENT,Matematik (Türev),45,5,3,18,27,5
sess_0426,STUDENT,Fizik (Mekanik),25,3,2,26,36,6
sess_0427,STUDENT,Fizik (Mekanik),60,5,3,21,18,5
sess_0428,LIFELONG_LEARNER,Finansal Okuryazarlık,45,2,3,7,25,6
sess_0429,STUDENT,Matematik (Türev),60,1,4,29,25,17
sess_0430,STUDENT,Fizik (Mekanik),90,3,1,1,24,1
sess_0431,STUDENT,Matematik (Türev),120,3,3,26,25,7
sess_0432,LIFELONG_LEARNER,Python & FastAPI,45,5,5,26,25,7
sess_0433,LIFELONG_LEARNER,Python & FastAPI,45,2,5,23,27,11
sess_0434,STUDENT,Türkçe,90,2,4,26,17,10
sess_0435,STUDENT,Matematik (Türev),25,5,1,13,31,3
sess_0436,LIFELONG_LEARNER,Python & FastAPI,120,2,1,6,2,2
sess_0437,STUDENT,Biyoloji,45,4,5,6,1,5
sess_0438,LIFELONG_LEARNER,React & TypeScript,120,1,2,12,32,8
sess_0439,LIFELONG_LEARNER,React & TypeScript,45,3,4,8,41,5
sess_0440,STUDENT,Fizik (Mekanik),120,1,4,24,18,16
sess_0441,STUDENT,Fizik (Mekanik),60,3,5,22,16,9
sess_0442,LIFELONG_LEARNER,React & TypeScript,45,4,5,19,43,7
sess_0443,STUDENT,Fizik (Mekanik),120,2,2,5,32,4
sess_0444,STUDENT,Fizik (Mekanik),25,5,2,18,11,4
sess_0445,LIFELONG_LEARNER,İngilizce Pratik,60,4,1,5,2,2
sess_0446,LIFELONG_LEARNER,React & TypeScript,60,1,4,25,42,16
sess_0447,LIFELONG_LEARNER,React & TypeScript,25,5,4,10,25,4
sess_0448,LIFELONG_LEARNER,İngilizce Pratik,120,2,5,1,34,8
sess_0449,STUDENT,Biyoloji,90,4,1,10,7,2
sess_0450,STUDENT,Matematik (Türev),25,5,4,5,35,3
sess_0451,LIFELONG_LEARNER,Finansal Okuryazarlık,120,4,1,12,6,3
sess_0452,STUDENT,Kimya (Organik),25,4,1,22,35,4
sess_0453,STUDENT,Türkçe,25,2,5,27,15,12
sess_0454,LIFELONG_LEARNER,İngilizce Pratik,45,3,1,7,23,2
sess_0455,STUDENT,Kimya (Organik),120,5,2,9,0,3
sess_0456,STUDENT,Matematik (Türev),90,2,2,22,24,6
sess_0457,STUDENT,Matematik (Türev),45,4,3,21,9,5
sess_0458,STUDENT,Matematik (Türev),25,2,5,12,15,10
sess_0459,STUDENT,Fizik (Mekanik),25,3,3,23,15,7
sess_0460,STUDENT,Biyoloji,25,5,2,29,7,6
sess_0461,STUDENT,Fizik (Mekanik),120,3,3,1,28,3
sess_0462,LIFELONG_LEARNER,Finansal Okuryazarlık,120,1,5,11,38,17
sess_0463,LIFELONG_LEARNER,React & TypeScript,45,5,5,21,27,6
sess_0464,STUDENT,Biyoloji,90,3,1,15,5,3
sess_0465,LIFELONG_LEARNER,React & TypeScript,45,4,4,2,15,3
sess_0466,STUDENT,Kimya (Organik),60,5,1,20,19,4
sess_0467,STUDENT,Kimya (Organik),25,5,5,7,15,4
sess_0468,LIFELONG_LEARNER,Finansal Okuryazarlık,25,2,2,21,6,6
sess_0469,STUDENT,Biyoloji,25,4,2,12,40,3
sess_0470,LIFELONG_LEARNER,React & TypeScript,45,1,1,22,13,6
sess_0471,STUDENT,Fizik (Mekanik),45,3,5,18,42,8
sess_0472,LIFELONG_LEARNER,React & TypeScript,25,2,2,3,25,4
sess_0473,STUDENT,Fizik (Mekanik),45,3,5,7,25,6
sess_0474,LIFELONG_LEARNER,İngilizce Pratik,120,1,2,11,13,8
sess_0475,STUDENT,Kimya (Organik),120,1,5,18,6,18
sess_0476,LIFELONG_LEARNER,İngilizce Pratik,45,5,3,12,32,4
sess_0477,STUDENT,Matematik (Türev),25,1,5,6,25,17
sess_0478,STUDENT,Biyoloji,45,3,5,5,44,6
sess_0479,LIFELONG_LEARNER,React & TypeScript,45,4,1,26,19,5
sess_0480,STUDENT,Kimya (Organik),45,4,3,1,2,2
sess_0481,LIFELONG_LEARNER,React & TypeScript,60,5,4,12,3,4
sess_0482,LIFELONG_LEARNER,React & TypeScript,120,3,1,27,25,5
sess_0483,STUDENT,Biyoloji,90,3,4,26,10,8
sess_0484,LIFELONG_LEARNER,İngilizce Pratik,90,1,2,11,1,8
sess_0485,STUDENT,Biyoloji,60,3,4,4,13,5
sess_0486,LIFELONG_LEARNER,Python & FastAPI,45,2,5,27,43,12
sess_0487,STUDENT,Matematik (Türev),60,1,4,18,29,15
sess_0488,STUDENT,Türkçe,60,2,1,4,11,2
sess_0489,LIFELONG_LEARNER,İngilizce Pratik,25,5,1,17,25,3
sess_0490,LIFELONG_LEARNER,React & TypeScript,120,4,4,2,43,3
sess_0491,STUDENT,Kimya (Organik),90,5,1,29,32,5
sess_0492,LIFELONG_LEARNER,İngilizce Pratik,45,4,1,24,12,4
sess_0493,STUDENT,Biyoloji,90,5,4,22,13,6
sess_0494,STUDENT,Türkçe,90,3,3,2,23,3
sess_0495,STUDENT,Türkçe,120,2,3,12,33,6
sess_0496,STUDENT,Türkçe,90,4,2,6,43,2
sess_0497,STUDENT,Kimya (Organik),90,1,1,10,25,5
sess_0498,STUDENT,Biyoloji,60,2,4,25,20,10
sess_0499,LIFELONG_LEARNER,React & TypeScript,120,1,1,23,27,7
sess_0500,LIFELONG_LEARNER,React & TypeScript,25,2,5,25,35,12
sess_0501,LIFELONG_LEARNER,React & TypeScript,45,2,1,21,39,5
sess_0502,STUDENT,Kimya (Organik),90,5,1,23,1,4
sess_0503,STUDENT,Türkçe,45,4,3,27,41,6
sess_0504,LIFELONG_LEARNER,Finansal Okuryazarlık,25,4,4,16,8,6
sess_0505,LIFELONG_LEARNER,Finansal Okuryazarlık,45,2,1,14,22,4
sess_0506,STUDENT,Matematik (Türev),25,3,3,7,14,4
sess_0507,LIFELONG_LEARNER,İngilizce Pratik,60,3,2,28,12,6
sess_0508,LIFELONG_LEARNER,İngilizce Pratik,90,1,3,28,22,14
sess_0509,LIFELONG_LEARNER,Finansal Okuryazarlık,25,1,3,19,16,12
sess_0510,LIFELONG_LEARNER,React & TypeScript,45,5,3,23,1,5
sess_0511,LIFELONG_LEARNER,İngilizce Pratik,90,2,1,17,19,4
sess_0512,STUDENT,Kimya (Organik),60,1,1,9,19,4
sess_0513,LIFELONG_LEARNER,Python & FastAPI,90,1,2,26,2,10
sess_0514,LIFELONG_LEARNER,Python & FastAPI,25,2,5,13,11,10
sess_0515,STUDENT,Matematik (Türev),60,5,5,22,39,6
sess_0516,STUDENT,Biyoloji,45,1,5,5,1,16
sess_0517,STUDENT,Matematik (Türev),60,5,2,23,35,5
sess_0518,LIFELONG_LEARNER,React & TypeScript,60,4,5,5,13,5
sess_0519,LIFELONG_LEARNER,Python & FastAPI,120,5,5,10,15,5
sess_0520,STUDENT,Fizik (Mekanik),60,3,3,21,18,6
sess_0521,STUDENT,Türkçe,60,3,1,27,33,5
sess_0522,STUDENT,Biyoloji,90,5,1,10,43,2
sess_0523,LIFELONG_LEARNER,Python & FastAPI,45,3,3,27,5,7
sess_0524,LIFELONG_LEARNER,Finansal Okuryazarlık,90,4,3,7,12,3
sess_0525,LIFELONG_LEARNER,Finansal Okuryazarlık,90,2,3,26,35,9
sess_0526,STUDENT,Biyoloji,25,3,1,15,21,3
sess_0527,STUDENT,Biyoloji,90,3,5,7,17,6
sess_0528,STUDENT,Biyoloji,120,5,3,29,11,6
sess_0529,STUDENT,Fizik (Mekanik),120,4,2,27,29,6
sess_0530,LIFELONG_LEARNER,Python & FastAPI,25,2,3,15,39,7
sess_0531,LIFELONG_LEARNER,İngilizce Pratik,45,5,4,3,6,3
sess_0532,LIFELONG_LEARNER,Finansal Okuryazarlık,45,5,3,19,31,5
sess_0533,LIFELONG_LEARNER,Python & FastAPI,90,4,1,10,18,2
sess_0534,STUDENT,Biyoloji,90,2,3,28,5,9
sess_0535,LIFELONG_LEARNER,React & TypeScript,90,4,4,29,19,7
sess_0536,LIFELONG_LEARNER,Python & FastAPI,45,2,2,15,26,5
sess_0537,LIFELONG_LEARNER,React & TypeScript,60,4,5,3,42,4
sess_0538,STUDENT,Biyoloji,120,5,3,6,36,3
sess_0539,STUDENT,Fizik (Mekanik),60,5,4,12,6,4
sess_0540,STUDENT,Fizik (Mekanik),60,1,4,15,4,15
sess_0541,LIFELONG_LEARNER,Finansal Okuryazarlık,45,3,2,6,10,3
sess_0542,LIFELONG_LEARNER,React & TypeScript,60,4,1,13,14,3
sess_0543,STUDENT,Fizik (Mekanik),25,1,3,29,2,14
sess_0544,LIFELONG_LEARNER,İngilizce Pratik,90,3,4,19,4,7
sess_0545,LIFELONG_LEARNER,İngilizce Pratik,25,4,2,3,22,2
sess_0546,STUDENT,Fizik (Mekanik),120,2,5,8,36,9
sess_0547,STUDENT,Türkçe,90,3,4,8,8,5
sess_0548,LIFELONG_LEARNER,Finansal Okuryazarlık,60,5,2,23,14,5
sess_0549,STUDENT,Kimya (Organik),120,1,1,26,2,7
sess_0550,LIFELONG_LEARNER,Python & FastAPI,90,3,1,20,28,4
sess_0551,STUDENT,Fizik (Mekanik),60,3,4,15,5,6
sess_0552,LIFELONG_LEARNER,Finansal Okuryazarlık,25,5,4,4,16,3
sess_0553,STUDENT,Türkçe,90,4,3,19,25,5
sess_0554,STUDENT,Matematik (Türev),60,2,2,21,20,6
sess_0555,LIFELONG_LEARNER,İngilizce Pratik,25,5,4,3,7,3
sess_0556,STUDENT,Fizik (Mekanik),120,2,3,13,20,7
sess_0557,STUDENT,Biyoloji,120,4,3,8,10,4
sess_0558,STUDENT,Fizik (Mekanik),120,3,4,23,37,8
sess_0559,LIFELONG_LEARNER,Finansal Okuryazarlık,120,2,1,16,7,4
sess_0560,LIFELONG_LEARNER,React & TypeScript,45,1,2,13,41,8
sess_0561,LIFELONG_LEARNER,React & TypeScript,90,1,2,3,23,7
sess_0562,STUDENT,Fizik (Mekanik),90,5,1,16,34,3
sess_0563,STUDENT,Türkçe,45,4,4,9,13,4
sess_0564,STUDENT,Türkçe,60,5,2,28,13,5
sess_0565,STUDENT,Türkçe,60,5,4,14,9,5
sess_0566,STUDENT,Matematik (Türev),120,5,4,13,11,4
sess_0567,STUDENT,Biyoloji,25,1,3,21,37,13
sess_0568,STUDENT,Türkçe,60,1,1,25,43,7
sess_0569,LIFELONG_LEARNER,İngilizce Pratik,25,5,4,7,33,4
sess_0570,STUDENT,Matematik (Türev),90,1,5,15,40,18
sess_0571,STUDENT,Biyoloji,25,4,1,7,9,2
sess_0572,LIFELONG_LEARNER,React & TypeScript,90,5,2,6,16,2
sess_0573,STUDENT,Matematik (Türev),45,1,3,2,16,10
sess_0574,LIFELONG_LEARNER,İngilizce Pratik,45,2,2,9,2,4
sess_0575,LIFELONG_LEARNER,Python & FastAPI,120,5,2,22,30,5
sess_0576,LIFELONG_LEARNER,Python & FastAPI,60,5,1,24,0,4
sess_0577,STUDENT,Biyoloji,120,4,2,17,11,4
sess_0578,LIFELONG_LEARNER,React & TypeScript,90,3,4,5,38,5
sess_0579,STUDENT,Kimya (Organik),120,3,2,12,3,4
sess_0580,STUDENT,Türkçe,25,4,3,1,41,2
sess_0581,STUDENT,Türkçe,90,4,3,10,12,4
sess_0582,LIFELONG_LEARNER,İngilizce Pratik,45,4,5,11,33,6
sess_0583,STUDENT,Matematik (Türev),60,3,3,16,41,6
sess_0584,STUDENT,Biyoloji,90,4,2,14,20,4
sess_0585,LIFELONG_LEARNER,Finansal Okuryazarlık,90,1,3,8,21,11
sess_0586,STUDENT,Biyoloji,25,5,1,24,3,4
sess_0587,STUDENT,Türkçe,60,5,3,17,17,4
sess_0588,STUDENT,Kimya (Organik),45,2,4,25,4,10
sess_0589,STUDENT,Fizik (Mekanik),90,2,1,18,18,4
sess_0590,STUDENT,Kimya (Organik),90,5,5,12,1,5
sess_0591,STUDENT,Fizik (Mekanik),25,1,4,25,11,16
sess_0592,LIFELONG_LEARNER,Python & FastAPI,120,3,2,17,16,5
sess_0593,STUDENT,Fizik (Mekanik),45,3,2,28,9,6
sess_0594,STUDENT,Biyoloji,60,1,2,26,33,10
sess_0595,LIFELONG_LEARNER,React & TypeScript,90,3,4,14,5,6
sess_0596,STUDENT,Matematik (Türev),90,4,4,16,7,6
sess_0597,LIFELONG_LEARNER,Python & FastAPI,45,5,4,14,10,5
sess_0598,STUDENT,Türkçe,120,5,1,9,11,2
sess_0599,STUDENT,Biyoloji,90,1,1,4,8,4
sess_0600,STUDENT,Kimya (Organik),45,3,2,25,1,6
sess_0601,STUDENT,Biyoloji,25,2,3,23,7,8
sess_0602,STUDENT,Matematik (Türev),120,2,2,11,10,5
sess_0603,STUDENT,Matematik (Türev),60,3,5,6,35,6
sess_0604,STUDENT,Biyoloji,90,2,1,15,9,4
sess_0605,STUDENT,Biyoloji,45,1,4,5,20,13
sess_0606,STUDENT,Matematik (Türev),25,1,1,11,19,5
sess_0607,STUDENT,Kimya (Organik),60,3,4,25,7,8
sess_0608,STUDENT,Türkçe,45,2,5,18,35,11
sess_0609,STUDENT,Türkçe,45,1,5,13,28,18
sess_0610,LIFELONG_LEARNER,Finansal Okuryazarlık,60,1,1,11,41,5
sess_0611,STUDENT,Türkçe,25,4,4,14,11,5
sess_0612,LIFELONG_LEARNER,Python & FastAPI,25,4,5,28,13,8
sess_0613,LIFELONG_LEARNER,Python & FastAPI,120,1,2,18,20,9
sess_0614,STUDENT,Biyoloji,90,3,2,27,21,6
sess_0615,LIFELONG_LEARNER,Finansal Okuryazarlık,60,5,4,28,20,7
sess_0616,LIFELONG_LEARNER,Finansal Okuryazarlık,60,5,1,25,43,4
sess_0617,STUDENT,Biyoloji,60,1,5,28,29,20
sess_0618,STUDENT,Kimya (Organik),25,1,1,19,38,6
sess_0619,LIFELONG_LEARNER,Python & FastAPI,90,1,2,24,19,10
sess_0620,LIFELONG_LEARNER,Finansal Okuryazarlık,120,3,5,27,23,9
sess_0621,STUDENT,Fizik (Mekanik),45,4,1,15,22,3
sess_0622,STUDENT,Fizik (Mekanik),45,1,3,9,6,11
sess_0623,STUDENT,Matematik (Türev),60,1,4,8,8,14
sess_0624,STUDENT,Türkçe,90,2,4,20,0,9
sess_0625,LIFELONG_LEARNER,Finansal Okuryazarlık,25,3,3,28,25,7
sess_0626,STUDENT,Fizik (Mekanik),90,1,2,1,37,6
sess_0627,STUDENT,Türkçe,90,2,5,4,37,8
sess_0628,LIFELONG_LEARNER,Python & FastAPI,25,5,4,14,43,5
sess_0629,STUDENT,Kimya (Organik),60,1,3,25,21,13
sess_0630,STUDENT,Türkçe,90,1,3,2,43,10
sess_0631,LIFELONG_LEARNER,Python & FastAPI,45,2,2,16,9,6
sess_0632,LIFELONG_LEARNER,İngilizce Pratik,25,3,2,3,5,3
sess_0633,STUDENT,Türkçe,120,1,1,26,16,7
sess_0634,STUDENT,Matematik (Türev),60,5,4,8,37,4
sess_0635,STUDENT,Matematik (Türev),25,1,1,6,23,4
sess_0636,STUDENT,Kimya (Organik),120,5,3,16,9,4
sess_0637,STUDENT,Biyoloji,120,4,5,24,7,8
sess_0638,STUDENT,Fizik (Mekanik),90,4,5,16,20,6
sess_0639,STUDENT,Biyoloji,90,5,2,7,5,2
sess_0640,STUDENT,Türkçe,90,3,5,13,20,7
sess_0641,STUDENT,Fizik (Mekanik),25,1,5,13,38,18
sess_0642,STUDENT,Kimya (Organik),25,1,5,5,23,16
sess_0643,STUDENT,Kimya (Organik),60,4,3,25,32,6
sess_0644,STUDENT,Fizik (Mekanik),90,5,5,20,17,6
sess_0645,STUDENT,Matematik (Türev),120,1,5,22,27,19
sess_0646,LIFELONG_LEARNER,React & TypeScript,45,1,5,18,31,18
sess_0647,STUDENT,Türkçe,60,3,1,15,11,3
sess_0648,LIFELONG_LEARNER,Python & FastAPI,25,2,3,18,41,7
sess_0649,LIFELONG_LEARNER,İngilizce Pratik,60,4,2,2,26,2
sess_0650,STUDENT,Kimya (Organik),60,4,1,10,9,2
sess_0651,STUDENT,Fizik (Mekanik),60,2,4,23,41,10
sess_0652,STUDENT,Biyoloji,60,1,3,13,31,11
sess_0653,STUDENT,Biyoloji,45,3,3,18,41,6
sess_0654,LIFELONG_LEARNER,İngilizce Pratik,90,3,4,15,25,6
sess_0655,STUDENT,Türkçe,120,4,4,12,24,5
sess_0656,STUDENT,Biyoloji,60,3,4,15,10,6
sess_0657,STUDENT,Fizik (Mekanik),60,2,2,13,22,5
sess_0658,STUDENT,Fizik (Mekanik),60,1,5,18,33,18
sess_0659,LIFELONG_LEARNER,Finansal Okuryazarlık,90,2,3,15,39,7
sess_0660,STUDENT,Fizik (Mekanik),25,5,5,25,22,7
sess_0661,STUDENT,Türkçe,25,4,5,23,28,7
sess_0662,LIFELONG_LEARNER,Python & FastAPI,45,3,4,11,30,6
sess_0663,LIFELONG_LEARNER,İngilizce Pratik,25,5,2,19,6,4
sess_0664,STUDENT,Türkçe,60,3,1,3,39,1
sess_0665,STUDENT,Türkçe,60,1,2,7,32,7
sess_0666,STUDENT,Fizik (Mekanik),60,1,5,21,20,19
sess_0667,STUDENT,Matematik (Türev),45,1,2,26,1,10
sess_0668,STUDENT,Fizik (Mekanik),60,3,4,14,17,6
sess_0669,STUDENT,Kimya (Organik),25,5,1,14,32,3
sess_0670,STUDENT,Fizik (Mekanik),90,1,4,22,36,16
sess_0671,STUDENT,Fizik (Mekanik),90,5,1,13,33,3
sess_0672,LIFELONG_LEARNER,React & TypeScript,120,3,5,12,19,7
sess_0673,STUDENT,Matematik (Türev),25,5,1,24,34,4
sess_0674,STUDENT,Fizik (Mekanik),60,3,1,9,17,2
sess_0675,STUDENT,Matematik (Türev),90,3,1,1,23,1
sess_0676,LIFELONG_LEARNER,Finansal Okuryazarlık,25,4,2,19,7,4
sess_0677,STUDENT,Kimya (Organik),90,3,2,11,29,4
sess_0678,STUDENT,Matematik (Türev),60,3,5,23,43,9
sess_0679,LIFELONG_LEARNER,React & TypeScript,90,2,1,22,9,5
sess_0680,LIFELONG_LEARNER,Finansal Okuryazarlık,120,1,3,23,22,13
sess_0681,LIFELONG_LEARNER,Python & FastAPI,120,4,5,24,10,8
sess_0682,STUDENT,Matematik (Türev),90,4,1,22,1,4
sess_0683,STUDENT,Kimya (Organik),25,4,1,19,25,4
sess_0684,LIFELONG_LEARNER,İngilizce Pratik,25,2,2,18,35,6
sess_0685,LIFELONG_LEARNER,Finansal Okuryazarlık,25,3,5,12,32,7
sess_0686,STUDENT,Türkçe,90,1,1,23,12,7
sess_0687,STUDENT,Türkçe,25,5,1,28,39,5
sess_0688,STUDENT,Matematik (Türev),60,3,5,28,24,9
sess_0689,LIFELONG_LEARNER,React & TypeScript,120,2,3,28,3,9
sess_0690,STUDENT,Biyoloji,60,3,5,27,41,9
sess_0691,STUDENT,Fizik (Mekanik),25,3,5,1,18,5
sess_0692,STUDENT,Fizik (Mekanik),60,2,3,19,17,8
sess_0693,STUDENT,Matematik (Türev),25,4,5,28,36,8
sess_0694,STUDENT,Matematik (Türev),90,4,1,27,29,5
sess_0695,STUDENT,Matematik (Türev),60,1,5,20,18,19
sess_0696,LIFELONG_LEARNER,Python & FastAPI,90,1,3,29,22,14
sess_0697,STUDENT,Türkçe,90,4,4,17,15,6
sess_0698,STUDENT,Matematik (Türev),45,5,5,5,0,4
sess_0699,STUDENT,Türkçe,25,3,2,26,11,6
sess_0700,STUDENT,Türkçe,120,5,1,3,23,1
sess_0701,STUDENT,Matematik (Türev),25,3,1,2,33,1
sess_0702,STUDENT,Kimya (Organik),120,4,2,3,7,2
sess_0703,STUDENT,Biyoloji,25,1,2,8,17,7
sess_0704,STUDENT,Fizik (Mekanik),90,1,5,16,4,18
sess_0705,STUDENT,Türkçe,60,5,2,6,25,2
sess_0706,LIFELONG_LEARNER,React & TypeScript,60,1,4,13,29,14
sess_0707,STUDENT,Biyoloji,45,4,3,23,12,6
sess_0708,LIFELONG_LEARNER,React & TypeScript,120,5,2,28,18,5
sess_0709,STUDENT,Kimya (Organik),120,3,2,22,28,5
sess_0710,LIFELONG_LEARNER,React & TypeScript,120,1,4,22,2,16
sess_0711,LIFELONG_LEARNER,React & TypeScript,90,2,1,16,25,4
sess_0712,STUDENT,Fizik (Mekanik),120,1,1,28,39,7
sess_0713,STUDENT,Türkçe,60,3,5,16,11,8
sess_0714,STUDENT,Matematik (Türev),90,5,4,3,1,3
sess_0715,STUDENT,Kimya (Organik),25,3,3,28,10,7
sess_0716,LIFELONG_LEARNER,Python & FastAPI,120,2,3,13,43,7
sess_0717,LIFELONG_LEARNER,İngilizce Pratik,120,4,4,14,27,5
sess_0718,LIFELONG_LEARNER,Python & FastAPI,25,1,3,8,17,11
sess_0719,STUDENT,Matematik (Türev),120,5,1,12,12,2
sess_0720,LIFELONG_LEARNER,Python & FastAPI,25,4,3,23,36,6
sess_0721,LIFELONG_LEARNER,İngilizce Pratik,90,3,3,23,21,7
sess_0722,STUDENT,Matematik (Türev),60,5,4,22,11,6
sess_0723,STUDENT,Biyoloji,25,4,4,21,1,6
sess_0724,LIFELONG_LEARNER,React & TypeScript,45,5,3,26,36,6
sess_0725,STUDENT,Türkçe,25,2,2,8,6,4
sess_0726,LIFELONG_LEARNER,İngilizce Pratik,120,2,4,21,25,9
sess_0727,STUDENT,Biyoloji,90,1,5,25,25,19
sess_0728,LIFELONG_LEARNER,Python & FastAPI,90,1,5,9,23,17
sess_0729,STUDENT,Matematik (Türev),25,2,1,1,11,2
sess_0730,STUDENT,Matematik (Türev),60,5,3,6,15,3
sess_0731,STUDENT,Matematik (Türev),45,2,2,23,22,7
sess_0732,LIFELONG_LEARNER,Finansal Okuryazarlık,90,1,1,19,39,6
sess_0733,LIFELONG_LEARNER,Python & FastAPI,120,2,3,23,8,8
sess_0734,STUDENT,Kimya (Organik),120,2,4,11,31,8
sess_0735,STUDENT,Biyoloji,60,5,5,11,14,5
sess_0736,LIFELONG_LEARNER,React & TypeScript,90,4,2,23,36,5
sess_0737,STUDENT,Fizik (Mekanik),25,1,5,13,12,18
sess_0738,LIFELONG_LEARNER,İngilizce Pratik,120,5,4,11,4,4
sess_0739,STUDENT,Kimya (Organik),60,2,3,18,10,7
sess_0740,STUDENT,Fizik (Mekanik),90,2,4,23,9,10
sess_0741,STUDENT,Fizik (Mekanik),90,4,4,15,12,5
sess_0742,STUDENT,Matematik (Türev),90,1,5,1,40,16
sess_0743,LIFELONG_LEARNER,İngilizce Pratik,90,1,2,21,14,9
sess_0744,STUDENT,Türkçe,90,3,4,25,41,8
sess_0745,STUDENT,Fizik (Mekanik),120,1,5,7,6,17
sess_0746,LIFELONG_LEARNER,Finansal Okuryazarlık,60,4,2,23,39,5
sess_0747,STUDENT,Fizik (Mekanik),90,3,3,27,27,7
sess_0748,STUDENT,Biyoloji,45,3,3,13,31,5
sess_0749,LIFELONG_LEARNER,Python & FastAPI,45,2,1,12,34,3
sess_0750,LIFELONG_LEARNER,Python & FastAPI,60,2,5,18,14,11
sess_0751,STUDENT,Fizik (Mekanik),25,1,2,24,35,10
sess_0752,LIFELONG_LEARNER,Python & FastAPI,25,3,4,19,20,7
sess_0753,LIFELONG_LEARNER,Finansal Okuryazarlık,25,2,3,15,5,7
sess_0754,STUDENT,Türkçe,45,4,2,8,0,3
sess_0755,STUDENT,Fizik (Mekanik),25,2,5,19,3,11
sess_0756,LIFELONG_LEARNER,Finansal Okuryazarlık,120,2,1,10,10,3
sess_0757,LIFELONG_LEARNER,Python & FastAPI,90,3,3,7,43,4
sess_0758,STUDENT,Biyoloji,45,3,2,18,25,5
sess_0759,LIFELONG_LEARNER,Finansal Okuryazarlık,60,5,2,16,36,4
sess_0760,LIFELONG_LEARNER,İngilizce Pratik,60,4,2,20,22,5
sess_0761,STUDENT,Kimya (Organik),90,3,5,27,28,9
sess_0762,STUDENT,Fizik (Mekanik),45,1,5,6,20,17
sess_0763,STUDENT,Biyoloji,25,4,5,27,44,8
sess_0764,LIFELONG_LEARNER,İngilizce Pratik,25,4,4,9,44,4
sess_0765,STUDENT,Kimya (Organik),120,3,2,21,26,5
sess_0766,STUDENT,Türkçe,120,4,3,13,38,4
sess_0767,LIFELONG_LEARNER,Python & FastAPI,25,3,5,25,39,9
sess_0768,LIFELONG_LEARNER,İngilizce Pratik,60,2,5,21,12,11
sess_0769,STUDENT,Kimya (Organik),60,5,2,26,22,5
sess_0770,LIFELONG_LEARNER,İngilizce Pratik,120,2,5,8,15,9
sess_0771,STUDENT,Türkçe,90,3,4,16,29,7
sess_0772,LIFELONG_LEARNER,Finansal Okuryazarlık,25,3,4,13,3,6
sess_0773,STUDENT,Matematik (Türev),120,2,5,13,39,10
sess_0774,STUDENT,Biyoloji,120,1,2,17,15,9
